case_name,free_iou,free_dice,free_layout,free_frequency_spread,free_N_eff,beta,narrowband_iou,narrowband_dice,narrowband_layout,narrowband_center_frequency,narrowband_frequency_spread,narrowband_N_eff,center_drive_reachability,physical_score,recommended_for_frequency_domain,notes
tags_ic_case_a_target_thick,0.08878014680181755,0.16308186195826646,0.49709860071200485,0.48163280222020116,12.393620827625211,0.05,0.11186068402886727,0.20121348948779455,0.5398348363876333,1280.3939208984375,0.02175199850605194,2.0424139655893354,0.14357575587903734,0.02571821129262042,False,Low centre-drive participation; free-looking pattern may not be excitable. / 中心驱动参与度低，看似漂亮的组合可能激不出来。
tags_ic_case_a_target_thick,0.08878014680181755,0.16308186195826646,0.49709860071200485,0.48163280222020116,12.393620827625211,0.1,0.1339703953531947,0.23628552544613352,0.6137630922947349,305.6114807128906,0.03563432607576979,1.1050636497465043,0.1315606872343364,0.09905430782879843,False,Low centre-drive participation; free-looking pattern may not be excitable. / 中心驱动参与度低，看似漂亮的组合可能激不出来。
tags_ic_case_a_target_thick,0.08878014680181755,0.16308186195826646,0.49709860071200485,0.48163280222020116,12.393620827625211,0.15,0.1371841155234657,0.24126984126984127,0.6171821762743566,301.11590576171875,0.10026235565248601,3.207209665793449,0.5536769235951926,0.3552072944691718,True,Proceed to COMSOL frequency-domain validation around the narrowband centre. / 建议围绕窄频中心进入 COMSOL 频域验证。
tags_ic_case_a_target_thick,0.08878014680181755,0.16308186195826646,0.49709860071200485,0.48163280222020116,12.393620827625211,0.2,0.13644894894894896,0.24013212221304706,0.6196185403541054,287.24383544921875,0.05109208499939344,1.2726209684975094,0.14208235834457217,0.10337779280225401,False,Low centre-drive participation; free-looking pattern may not be excitable. / 中心驱动参与度低，看似漂亮的组合可能激不出来。
tags_ic_case_b_target_thin,0.09345106696100074,0.17092866756393002,0.5014940289805285,0.4450133233148257,10.200802975184354,0.05,0.04392830093410755,0.08415961305925031,0.21043279236931942,564.1995849609375,0.013534836380471307,1.1034778092730173,0.9547466351457337,0.2113608580346282,True,Proceed to COMSOL frequency-domain validation around the narrowband centre. / 建议围绕窄频中心进入 COMSOL 频域验证。
tags_ic_case_b_target_thin,0.09345106696100074,0.17092866756393002,0.5014940289805285,0.4450133233148257,10.200802975184354,0.1,0.11643394199785177,0.20858187415816817,0.539532699019615,286.9814147949219,0.02765890482875535,1.151981502852423,0.0016232089782525275,-0.0744013509966529,False,Low centre-drive participation; free-looking pattern may not be excitable. / 中心驱动参与度低，看似漂亮的组合可能激不出来。
tags_ic_case_b_target_thin,0.09345106696100074,0.17092866756393002,0.5014940289805285,0.4450133233148257,10.200802975184354,0.15,0.13279240055412625,0.2344514325646401,0.5730110435521671,858.110107421875,0.10114946770009664,2.873610013819431,0.04344694452427615,-0.050155006388587164,False,Low centre-drive participation; free-looking pattern may not be excitable. / 中心驱动参与度低，看似漂亮的组合可能激不出来。
tags_ic_case_b_target_thin,0.09345106696100074,0.17092866756393002,0.5014940289805285,0.4450133233148257,10.200802975184354,0.2,0.13764337851929093,0.24197983501374887,0.5771551365743998,242.1231689453125,0.11403151511326805,3.6419747566663228,0.08339482868311118,-0.023300626419835657,False,Low centre-drive participation; free-looking pattern may not be excitable. / 中心驱动参与度低，看似漂亮的组合可能激不出来。
tags_ic_case_c_target_thin_side_thick,0.09469367466136448,0.17300488137132478,0.5142532509035712,0.5524268943719117,13.269024346056487,0.05,0.09309309309309309,0.17032967032967034,0.4428787778532411,280.5364685058594,0.007184117897112209,1.0602164412109305,0.18361398403268284,-0.04845548068702432,False,Low centre-drive participation; free-looking pattern may not be excitable. / 中心驱动参与度低，看似漂亮的组合可能激不出来。
tags_ic_case_c_target_thin_side_thick,0.09469367466136448,0.17300488137132478,0.5142532509035712,0.5524268943719117,13.269024346056487,0.1,0.09309309309309309,0.17032967032967034,0.4428787778532411,274.1557922363281,0.0071853672732630275,1.0602128790609948,0.18360248533742834,-0.04846440433700805,False,Low centre-drive participation; free-looking pattern may not be excitable. / 中心驱动参与度低，看似漂亮的组合可能激不出来。
tags_ic_case_c_target_thin_side_thick,0.09469367466136448,0.17300488137132478,0.5142532509035712,0.5524268943719117,13.269024346056487,0.15,0.1258897701850722,0.2236271676300578,0.5780903841523364,290.4862976074219,0.028693487661150627,1.2111501809672534,0.18234156329608045,0.0974576209118162,False,Low centre-drive participation; free-looking pattern may not be excitable. / 中心驱动参与度低，看似漂亮的组合可能激不出来。
tags_ic_case_c_target_thin_side_thick,0.09469367466136448,0.17300488137132478,0.5142532509035712,0.5524268943719117,13.269024346056487,0.2,0.14171070659620277,0.24824275672895593,0.5879284951619184,274.1557922363281,0.10793138947282514,3.2182287995203906,0.15659392397405086,0.046113647677254455,False,Low centre-drive participation; free-looking pattern may not be excitable. / 中心驱动参与度低，看似漂亮的组合可能激不出来。
